t,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm),|F|
7.3326,3.05244,-6.22554,171.06454,-3.25898,3.34923,0.59689,171.205
7.3544,2.99616,-6.04919,171.26299,-3.24615,3.35084,0.5935,171.39597
7.3832,3.01264,-6.11275,171.07869,-3.24803,3.35025,0.59114,171.21437
7.4043,3.09545,-6.07352,170.97141,-3.25334,3.35236,0.59119,171.10725
7.4251,2.8126,-6.16111,171.11624,-3.25469,3.35716,0.58987,171.25022
7.4489,2.96758,-6.46218,171.13867,-3.25855,3.34695,0.59452,171.28634
7.4712,2.89723,-6.04666,171.26477,-3.2549,3.35157,0.58829,171.39597
7.4918,3.07216,-6.07467,170.97264,-3.24964,3.34748,0.5903,171.10811
7.5128,3.00668,-5.94978,171.28726,-3.25096,3.35444,0.58717,171.41694
7.5347,3.01667,-6.18288,171.19237,-3.25183,3.35144,0.59211,171.33054
7.5561,3.03468,-6.44202,171.14706,-3.25601,3.34873,0.59915,171.29514
7.5776,2.87455,-5.98432,171.29466,-3.24742,3.35302,0.58933,171.42327
7.5998,2.98205,-6.07485,171.32631,-3.25322,3.35307,0.59208,171.45991
7.6206,2.84442,-6.29967,171.0507,-3.25671,3.34447,0.5917,171.1903
7.6441,2.96576,-6.42797,171.14731,-3.25927,3.34602,0.59116,171.29365
7.6663,3.00942,-6.3803,171.09192,-3.25281,3.34973,0.59225,171.23729
7.6873,2.93659,-6.31379,171.29651,-3.25287,3.3441,0.59139,171.43798
7.708,3.09564,-6.1293,171.15085,-3.2498,3.34308,0.59286,171.28854
7.7302,3.01009,-6.13257,171.1384,-3.26497,3.34526,0.59401,171.27469
7.7525,3.01998,-6.10152,171.20874,-3.25949,3.34913,0.59115,171.34404
7.7778,3.05214,-6.30506,171.08084,-3.25035,3.34569,0.5968,171.22419
7.7984,3.23457,-6.0872,171.30452,-3.24938,3.34806,0.59451,171.44315
7.82,2.89295,-6.03569,171.20154,-3.26375,3.34662,0.58838,171.33232
7.8416,2.98853,-5.99539,171.11226,-3.25303,3.34675,0.58994,171.24334
7.8628,2.94315,-6.38998,171.0244,-3.24187,3.35077,0.5927,171.16904
7.8863,3.03264,-6.4056,170.99911,-3.25408,3.35185,0.59581,171.14592
7.9072,2.99541,-6.18574,171.1577,-3.25113,3.35168,0.59295,171.29563
7.9296,2.9148,-6.24883,171.21136,-3.25668,3.34965,0.59628,171.35015
7.9504,3.023,-6.15275,171.01759,-3.25155,3.34478,0.59324,171.15494
7.9716,3.02512,-6.52719,171.07248,-3.25658,3.34715,0.59518,171.22368
7.9927,3.04196,-6.14545,171.07713,-3.24563,3.3515,0.59242,171.2145
8.014,3.06531,-5.95671,171.21548,-3.24704,3.35244,0.586,171.34649
8.0361,3.19895,-6.0046,171.1853,-3.25961,3.34311,0.59414,171.32045
8.0593,2.98009,-6.23504,170.98239,-3.26079,3.34231,0.5946,171.12199
8.0819,2.95034,-6.17135,171.32423,-3.25762,3.35194,0.58916,171.46073
8.1028,3.00331,-6.72555,171.21335,-3.25452,3.34889,0.59612,171.37171
8.1249,3.06234,-5.94531,171.26628,-3.24285,3.35533,0.59432,171.3968
8.1459,3.00541,-6.39246,171.34641,-3.25594,3.35525,0.59493,171.49194
8.1666,2.98702,-5.95669,171.28596,-3.24397,3.35255,0.5906,171.41554
8.1881,3.04932,-6.21475,171.08119,-3.26057,3.35027,0.59278,171.22119
8.209,3.05532,-6.22744,170.91846,-3.24973,3.34432,0.59495,171.05916
8.2296,2.85788,-6.5747,171.16234,-3.25339,3.34901,0.60099,171.31241
8.2548,3.21906,-6.2565,170.89226,-3.25846,3.34824,0.59352,171.03704
8.2757,2.94054,-6.33615,171.17644,-3.2565,3.34902,0.59997,171.3189
8.2971,3.01062,-6.33663,170.96268,-3.25386,3.34577,0.5947,171.10656
8.3178,3.15285,-5.95148,171.08199,-3.24849,3.34747,0.59343,171.2145
8.339,2.84462,-6.18979,171.11859,-3.2522,3.35269,0.59298,171.25413
8.3597,3.07185,-6.1444,171.26515,-3.25709,3.35343,0.59288,171.40287
8.3815,2.88725,-6.43806,171.39229,-3.26411,3.34968,0.59303,171.53746
8.4022,2.96129,-6.36835,171.07672,-3.26361,3.34897,0.59766,171.22082
8.4228,2.94679,-6.23153,171.04428,-3.25435,3.34463,0.59542,171.18312
8.4486,2.98757,-6.17518,171.17604,-3.24739,3.35099,0.59036,171.31344
8.4691,2.90558,-6.06204,171.26933,-3.24999,3.35574,0.59102,171.40121
8.4902,3.00753,-5.72215,171.50183,-3.25582,3.35118,0.58487,171.62362
8.5115,2.99768,-6.2424,171.00401,-3.25728,3.35336,0.59153,171.14417
8.5323,3.06774,-6.1472,171.30376,-3.24939,3.35039,0.59054,171.44147
8.5532,2.99835,-6.40417,171.26071,-3.25669,3.34802,0.59558,171.40664
8.5741,3.08783,-6.09881,171.2782,-3.24683,3.35504,0.593,171.41456
8.596,3.05825,-6.12825,171.29277,-3.24628,3.36397,0.5937,171.42964
8.6166,3.05395,-6.11755,171.21873,-3.24973,3.35947,0.59379,171.3552
8.642,3.11625,-6.19393,171.25644,-3.25201,3.36158,0.59539,171.39674
8.6626,3.04044,-6.31628,171.30949,-3.25448,3.35913,0.59752,171.45286
8.6832,2.86611,-6.37366,171.12567,-3.24949,3.34757,0.5955,171.26831
8.7055,2.98179,-6.52825,171.16968,-3.25472,3.35368,0.59802,171.32007
8.7267,3.07635,-6.17765,171.23439,-3.25604,3.35379,0.59278,171.3734
8.7478,3.00787,-6.1336,171.28217,-3.25591,3.34937,0.5921,171.41834
8.7684,3.0924,-6.45403,171.22215,-3.25959,3.34782,0.60142,171.37165
8.7893,3.05167,-6.23804,171.01158,-3.25803,3.34868,0.59604,171.15252
8.8109,3.13071,-6.12569,171.28127,-3.24596,3.3492,0.58933,171.41936
8.8348,3.1717,-6.05247,171.2114,-3.25021,3.35544,0.59351,171.3477
8.8557,2.92661,-5.93282,171.36508,-3.24924,3.35526,0.58815,171.49272
8.8762,2.93121,-6.05112,171.18774,-3.25324,3.35409,0.58814,171.31974
8.8968,3.10123,-5.90891,171.2634,-3.24535,3.35244,0.59135,171.39336
8.9176,2.91392,-6.12917,171.41229,-3.25234,3.34786,0.58662,171.54659
8.9382,2.99535,-6.13649,171.22809,-3.24893,3.35533,0.59431,171.36419
8.9597,3.10591,-6.39415,171.15436,-3.25187,3.34886,0.60073,171.30191
8.981,2.96212,-6.1445,171.19154,-3.25212,3.34879,0.59134,171.32739
9.0088,2.91958,-6.32738,171.10101,-3.25369,3.34923,0.59699,171.24286
9.0292,3.05216,-6.09704,171.25713,-3.24749,3.35279,0.59476,171.3928
9.051,3.02405,-6.26252,171.08505,-3.25546,3.34817,0.59452,171.22634
9.0717,3.02087,-6.13344,171.53313,-3.25318,3.36051,0.59475,171.66933
9.0926,2.92112,-6.22975,171.4408,-3.25211,3.35301,0.60003,171.57881
9.1148,2.93541,-6.31354,171.35713,-3.25896,3.35015,0.59308,171.49852
9.1354,2.88489,-6.29903,171.04944,-3.26061,3.35439,0.58986,171.18969
9.1624,3.01817,-6.16763,171.33121,-3.25761,3.34502,0.58888,171.46875
9.1828,3.11417,-6.46283,170.96344,-3.25135,3.34645,0.59489,171.11389
9.2035,3.05808,-6.20775,171.38217,-3.2588,3.35381,0.59328,171.52183
9.2246,3.00326,-6.20206,171.21136,-3.25549,3.34901,0.59383,171.34998
9.2456,2.89546,-6.22266,171.03291,-3.25441,3.34979,0.58872,171.17057
9.2663,2.91513,-6.14845,171.46303,-3.24746,3.35515,0.59326,171.59799
9.2877,2.97254,-6.15365,170.89552,-3.24397,3.35362,0.59273,171.03211
9.3146,2.81246,-6.18571,171.50456,-3.25144,3.35972,0.589,171.63912
9.3351,2.99,-6.23428,170.92789,-3.25581,3.34667,0.59574,171.06767
9.3561,2.92277,-6.20636,171.31015,-3.24984,3.35245,0.59294,171.44745
9.3773,2.95293,-6.26295,171.5363,-3.25043,3.3504,0.5932,171.67599
9.398,3.0197,-6.22548,171.20749,-3.25397,3.35317,0.59178,171.34725
9.4193,3.01928,-6.30935,171.23657,-3.25647,3.34722,0.59606,171.37937
9.4401,3.01049,-6.52933,171.18585,-3.25958,3.34414,0.59766,171.33678
9.4615,2.89291,-6.28238,171.17009,-3.25584,3.35455,0.59226,171.30977
9.482,3.0142,-6.18903,171.10422,-3.25167,3.34946,0.5896,171.24264
9.5071,3.11924,-6.2682,171.14876,-3.25331,3.35169,0.59745,171.29191
9.5293,2.90619,-6.61372,171.16451,-3.25174,3.35149,0.5974,171.31689
9.5502,3.01787,-6.37125,171.12491,-3.25571,3.34807,0.597,171.27006
9.5716,2.99145,-6.22696,171.1786,-3.27241,3.34964,0.59518,171.31795
9.593,3.00043,-6.2852,170.97615,-3.25805,3.34614,0.59256,171.11794
9.614,3.15969,-6.11852,171.15305,-3.25974,3.35224,0.58913,171.29152
9.6345,2.96698,-6.09472,171.32994,-3.25037,3.34636,0.58952,171.46398
9.6593,3.17724,-6.03615,171.10341,-3.25089,3.35022,0.59072,171.23933
9.68,3.09545,-6.27999,170.90775,-3.25253,3.35467,0.59669,171.0511
9.7031,2.83884,-6.26829,171.27234,-3.25275,3.34522,0.59298,171.41051
9.7246,3.01768,-6.14364,170.96252,-3.2565,3.3457,0.58877,171.09949
9.746,2.98083,-6.09693,170.96649,-3.25178,3.35359,0.59113,171.10114
9.7724,2.89627,-6.24424,171.19742,-3.25622,3.35379,0.59065,171.33574
9.7934,3.06683,-6.34647,171.24577,-3.25112,3.35459,0.59358,171.39078
9.814,3.03633,-6.00315,171.19797,-3.2529,3.35023,0.59106,171.33009
9.8353,3.08783,-5.97594,171.05898,-3.24584,3.3486,0.58895,171.19118
9.8561,3.0418,-6.09724,171.12361,-3.25271,3.35489,0.59668,171.25922
9.8767,2.98154,-5.89014,171.4641,-3.24131,3.3587,0.59118,171.59114
9.8978,3.14352,-6.422,171.03633,-3.25125,3.34459,0.6002,171.18572
9.919,3.01166,-6.00765,171.18037,-3.25375,3.35495,0.592,171.31224
9.9397,2.91784,-6.11412,171.27168,-3.25214,3.34911,0.58903,171.40562
9.9647,3.24455,-6.36292,171.06819,-3.25426,3.3411,0.5974,171.21723
9.9853,2.9603,-6.25764,171.42567,-3.26244,3.35584,0.59436,171.56539
10.0071,2.94787,-6.2232,171.17735,-3.24906,3.35229,0.59338,171.3158
10.0279,2.96635,-6.18941,171.19987,-3.2579,3.34674,0.59166,171.3374
10.0486,2.97715,-6.15571,171.07071,-3.24983,3.35301,0.58866,171.20731
10.0697,2.90656,-6.20546,171.127,-3.25566,3.34994,0.58826,171.26414
10.0904,2.97697,-5.94356,171.25371,-3.24665,3.34974,0.58855,171.38267
10.111,2.9854,-6.35853,171.34721,-3.25395,3.35446,0.59651,171.49114
10.1333,3.04862,-6.28061,171.14461,-3.25518,3.34401,0.59357,171.28694
10.154,2.92254,-6.19978,171.08499,-3.25259,3.34986,0.5898,171.22223
10.1806,3.03759,-6.2369,171.47946,-3.24767,3.3458,0.59151,171.61973
10.2011,3.08176,-6.12243,171.12743,-3.25198,3.34952,0.59024,171.26464
10.222,2.92967,-6.30842,171.19092,-3.25195,3.34754,0.59736,171.33216
10.2432,3.11509,-6.01835,171.23676,-3.25747,3.35239,0.58893,171.3708
10.2641,3.14276,-6.10332,171.07822,-3.24922,3.34621,0.59162,171.2159
10.2846,3.1224,-6.35972,170.9248,-3.25067,3.34237,0.59988,171.07158
10.3058,2.968,-6.06298,171.15924,-3.25233,3.35387,0.59183,171.29231
10.3278,2.84504,-6.00695,171.19481,-3.23977,3.35459,0.59125,171.32379
10.3487,3.05112,-6.08282,171.09676,-3.25912,3.3481,0.59661,171.23204
10.3744,3.12114,-6.33023,171.05571,-3.25518,3.34889,0.59855,171.20125
10.3958,2.90464,-6.0973,171.28716,-3.24729,3.35109,0.59303,171.42025
10.4165,3.05242,-6.24835,171.09627,-3.24909,3.34713,0.59407,171.23753
10.4391,3.1848,-6.15677,171.07742,-3.2532,3.34945,0.59174,171.2178
10.4618,2.99825,-6.44844,171.23238,-3.25921,3.35053,0.59335,171.37998
10.4846,2.98302,-6.29765,171.0988,-3.25815,3.34947,0.59216,171.24064
10.5063,3.02445,-6.29251,170.90025,-3.26056,3.34669,0.59462,171.0428
10.5273,3.06218,-6.03941,171.34995,-3.25277,3.34552,0.59082,171.48369
10.5487,2.88846,-6.28056,171.37978,-3.25682,3.35399,0.59246,171.51914
10.5694,2.97473,-6.39331,171.21394,-3.25425,3.35292,0.59688,171.35909
10.5911,3.0575,-6.41884,170.94438,-3.24678,3.344,0.59848,171.09217
10.6181,3.08703,-6.21154,171.3147,-3.25993,3.34548,0.59124,171.45506
10.6388,3.28199,-6.16381,170.99846,-3.25447,3.34771,0.59707,171.14099
10.6598,3.08199,-6.26269,171.21785,-3.25058,3.35027,0.59494,171.36007
10.6804,2.97092,-5.80676,171.21347,-3.23882,3.35656,0.58852,171.33767
10.7016,3.10008,-6.34507,171.0383,-3.25544,3.34601,0.5968,171.18402
10.7222,3.06006,-6.0683,171.03853,-3.24697,3.34261,0.58823,171.1735
10.744,3.12447,-6.01936,171.09367,-3.25345,3.34678,0.59466,171.22804
10.7647,2.99364,-6.00288,171.22603,-3.24823,3.34725,0.59107,171.35737
10.7905,2.94507,-6.2764,171.21854,-3.26187,3.34726,0.59337,171.35885
10.8111,3.03818,-6.12252,170.96979,-3.25861,3.35317,0.5973,171.10635
10.8319,3.12877,-6.24599,171.12692,-3.2537,3.35279,0.59106,171.26945
10.8527,3.00123,-5.93207,171.05103,-3.24626,3.34842,0.59411,171.18017
10.8735,3.07472,-6.11381,171.02841,-3.2529,3.35116,0.59219,171.16527
10.8951,3.1757,-6.30434,171.02127,-3.24804,3.34011,0.59566,171.16689
10.9164,2.90547,-6.55735,171.34247,-3.26296,3.35285,0.59801,171.49251
10.9439,3.06811,-6.22903,170.87271,-3.25498,3.34532,0.59449,171.01373
10.9646,2.98689,-6.1051,171.2588,-3.25338,3.34948,0.58923,171.39362
10.9861,3.14209,-6.09924,170.81018,-3.25549,3.34279,0.59295,170.94792
11.0068,3.0136,-6.48611,170.97771,-3.2556,3.351,0.59558,171.12723
11.0274,3.05916,-6.0275,171.07469,-3.25406,3.34484,0.59075,171.20818
11.0498,3.04173,-6.35406,170.96581,-3.2527,3.34855,0.59585,171.11088
11.0749,3.03963,-6.23267,170.91869,-3.25426,3.34471,0.59391,171.0593
11.0972,2.86611,-6.33874,171.09184,-3.25535,3.34851,0.59212,171.23321
11.1178,2.94603,-6.19798,170.91013,-3.24937,3.35038,0.59128,171.04784
11.1385,3.09113,-6.08418,171.34439,-3.25235,3.34741,0.59317,171.48024
11.1598,3.10101,-5.98113,171.12573,-3.25005,3.34788,0.59181,171.2583
11.1805,2.97335,-6.29827,171.03697,-3.25034,3.34999,0.59306,171.17872
11.2018,3.04517,-6.1479,171.0817,-3.24812,3.34928,0.59594,171.21921
11.2257,2.88441,-5.96626,171.10355,-3.252,3.34951,0.58408,171.23183
11.2503,3.00116,-6.14039,171.24252,-3.24936,3.35346,0.5945,171.37886
11.271,3.11603,-5.88608,171.13921,-3.24296,3.35323,0.59161,171.26875
11.2917,2.92598,-6.32113,171.07709,-3.25362,3.34519,0.5922,171.21883
11.3135,2.96346,-6.10126,171.10167,-3.25043,3.34831,0.59182,171.23606
11.3342,3.00442,-6.28448,171.24774,-3.25182,3.35411,0.59458,171.38935
11.3553,3.03719,-6.19879,171.19357,-3.26092,3.34872,0.59315,171.33269
11.3778,2.89865,-6.34221,171.21286,-3.25225,3.3485,0.59583,171.35481
11.404,3.20253,-6.20954,170.90953,-3.24986,3.34685,0.59588,171.05228
11.4246,3.12842,-6.24133,171.06847,-3.25658,3.34358,0.59199,171.21087
11.4463,2.92638,-6.52883,171.11134,-3.26285,3.34002,0.59829,171.26086
11.4669,2.96107,-6.12795,170.99921,-3.24608,3.3545,0.5913,171.13459
11.4879,2.93872,-6.08708,171.24602,-3.24635,3.35287,0.58945,171.37937
11.509,2.98907,-5.78523,171.13115,-3.23717,3.35102,0.58572,171.255
11.5314,3.00024,-6.0937,171.08308,-3.24949,3.35266,0.58844,171.21786
11.5544,2.9902,-6.08345,171.05232,-3.24955,3.35112,0.59033,171.18658
11.5757,3.10754,-6.11793,170.99301,-3.25612,3.34652,0.59373,171.13064
11.5966,3.0042,-6.4431,171.24815,-3.25984,3.34955,0.59757,171.39565
11.6179,2.95921,-6.3168,171.37454,-3.25877,3.35176,0.59482,171.51645
11.6384,3.1208,-6.30916,171.24783,-3.2589,3.34502,0.59489,171.39243
11.6599,3.01955,-6.36251,171.20573,-3.25386,3.35158,0.5956,171.35053
11.6838,3.14824,-6.05956,171.12857,-3.24908,3.34873,0.59034,171.26476
11.7077,2.89806,-6.23488,171.21066,-3.25274,3.35106,0.59504,171.34866
11.7284,2.97734,-6.24427,171.07855,-3.25173,3.3527,0.59097,171.21836
11.749,2.9974,-6.48737,171.10173,-3.24966,3.34999,0.59743,171.25091
11.7696,2.99596,-5.97224,171.19571,-3.25027,3.3473,0.58971,171.32605
11.7913,2.96281,-6.18178,171.23526,-3.25106,3.35083,0.59443,171.37242
11.8131,2.91739,-6.05813,171.26456,-3.25082,3.35896,0.5909,171.3965
11.8359,3.20012,-6.16489,171.38869,-3.25425,3.34555,0.59005,171.52938
11.8605,3.16061,-6.27048,171.14993,-3.25609,3.34854,0.59255,171.29392
11.8817,2.97872,-6.26926,171.19035,-3.25554,3.34393,0.59341,171.33101
11.9026,3.00336,-6.02277,171.1142,-3.25179,3.34983,0.59356,171.2465
11.9232,2.95869,-6.17818,171.12985,-3.25117,3.34696,0.5899,171.2669
11.9441,2.97965,-6.00398,171.23276,-3.25909,3.34864,0.58749,171.36389
11.9666,3.26595,-5.95953,170.96568,-3.24635,3.35153,0.59015,171.10069
11.9894,2.74052,-6.24994,171.16467,-3.24752,3.35461,0.58604,171.30066
12.0154,3.00956,-5.80191,171.34799,-3.24203,3.35212,0.58751,171.4726
12.0402,2.96821,-6.33884,171.23779,-3.26302,3.3509,0.59176,171.38078
12.0644,2.98901,-6.4567,171.2765,-3.26252,3.34701,0.59545,171.42422
12.0849,2.96549,-6.3359,171.06847,-3.25679,3.34954,0.59415,171.21144
12.1059,3.1683,-6.05647,171.29883,-3.25191,3.35322,0.59131,171.43514
12.1273,2.94661,-6.03833,171.5199,-3.25689,3.35486,0.58694,171.65145
12.1479,2.96843,-6.58864,171.24745,-3.2615,3.35295,0.59544,171.39986
12.1694,3.04193,-6.21353,170.89771,-3.25531,3.35256,0.59174,171.03768
12.1904,2.92477,-6.54316,171.21283,-3.25228,3.34701,0.60039,171.36277
12.218,3.00642,-6.2379,171.20029,-3.25441,3.34804,0.59449,171.34027
12.2387,3.0866,-6.40705,170.89806,-3.2642,3.34607,0.59411,171.04597
12.2598,3.15995,-5.99572,171.0448,-3.25711,3.34091,0.59258,171.17902
12.2805,3.05725,-6.29132,171.11127,-3.25315,3.34841,0.59823,171.25418
12.3012,2.9478,-6.12267,171.28664,-3.2549,3.35003,0.59031,171.42138
12.3218,2.95656,-6.63565,171.10202,-3.25133,3.34946,0.59931,171.25617
12.3433,3.13059,-6.52291,170.96736,-3.2608,3.34583,0.59772,171.12039
12.3643,3.11008,-6.11612,171.22961,-3.25023,3.34829,0.5948,171.36703
12.3848,3.13467,-6.09919,171.00468,-3.25409,3.34665,0.59257,171.14213
12.4054,2.92255,-6.26217,171.33975,-3.24926,3.35441,0.59195,171.47906
12.4282,3.02212,-6.06176,171.33081,-3.25074,3.34603,0.5899,171.46465
12.4513,2.91343,-6.0838,171.11827,-3.25735,3.3547,0.58917,171.25117
12.4723,3.0646,-6.24532,171.19868,-3.25624,3.34652,0.59753,171.33997
12.4933,3.05231,-6.24855,171.12244,-3.25752,3.3473,0.59325,171.26368
12.5144,3.10725,-6.26801,171.10995,-3.24982,3.35007,0.59446,171.25291
12.5357,2.99777,-6.27812,171.23796,-3.25608,3.35151,0.59321,171.37923
12.5565,3.06092,-6.3534,170.94838,-3.25392,3.34569,0.59854,171.09379
12.5789,2.912,-6.21925,171.42656,-3.25539,3.35222,0.5982,171.56405
12.6047,3.01761,-6.09082,171.16168,-3.24527,3.35493,0.58933,171.2966
12.6255,3.17107,-6.13739,171.0119,-3.25531,3.3393,0.58994,171.15138
12.6461,2.94491,-6.16745,171.26123,-3.25255,3.34884,0.58775,171.39755
12.6671,3.05006,-6.58529,170.87485,-3.25507,3.34697,0.60413,171.02889
12.6883,2.87445,-6.33281,171.2644,-3.25928,3.3488,0.59662,171.40555
12.7092,3.02092,-6.08404,171.09601,-3.25857,3.3535,0.59079,171.2308
12.7303,2.92147,-6.16442,171.21744,-3.25739,3.3505,0.58866,171.35328
12.7565,3.08778,-6.18732,171.09059,-3.24437,3.3489,0.59328,171.23028
12.7771,3.0163,-6.07956,171.17369,-3.24646,3.35957,0.59479,171.30818
12.7977,2.93577,-6.16304,171.01567,-3.25036,3.3509,0.59327,171.15187
12.8184,2.7356,-6.49601,171.2814,-3.25794,3.35327,0.5984,171.42637
12.8389,3.02159,-6.06163,170.86026,-3.25222,3.34831,0.59411,170.99445
12.8595,3.01079,-6.41661,171.04617,-3.2616,3.34376,0.59376,171.19296
12.8807,2.99029,-6.099,171.03925,-3.25559,3.34616,0.59252,171.17407
12.9012,3.0139,-6.19824,171.34586,-3.24882,3.35405,0.59285,171.48441
12.9224,3.06668,-6.13939,171.29012,-3.25912,3.35348,0.59062,171.42754
12.943,3.02379,-6.15789,171.07468,-3.25285,3.3447,0.59432,171.21217
12.9639,2.97272,-6.14631,171.36345,-3.24673,3.3514,0.5879,171.4994
12.9847,3.03522,-6.12475,171.14755,-3.25399,3.35546,0.59114,171.284
13.0059,3.06249,-6.12871,171.17575,-3.24549,3.34909,0.5907,171.31281
13.033,3.02291,-6.34859,171.29323,-3.25076,3.34948,0.59936,171.43749
13.0535,3.05614,-6.1357,171.2787,-3.2527,3.355,0.59707,171.41581
13.0745,3.11046,-6.34611,171.15712,-3.2557,3.34262,0.59771,171.30297
13.0957,3.04142,-6.1435,171.10326,-3.24735,3.35099,0.59572,171.24052
13.1164,3.21213,-6.13028,171.05734,-3.25009,3.3517,0.59589,171.19729
13.1378,3.02876,-6.23115,171.09019,-3.25255,3.35045,0.59409,171.23042
13.1589,3.01649,-6.17305,171.21622,-3.25007,3.3513,0.59519,171.35402
13.1858,2.93704,-6.0552,171.24785,-3.24611,3.3536,0.5932,171.38004
13.2063,3.06416,-6.11714,170.96432,-3.24919,3.3471,0.5918,171.10117
13.2269,2.95956,-5.96976,171.07545,-3.24529,3.35335,0.58667,171.20516
13.2482,3.02022,-6.05726,171.25298,-3.25949,3.34999,0.58924,171.38668
13.2693,3.01958,-6.20251,171.11583,-3.24923,3.35045,0.59282,171.25483
13.2907,3.13066,-6.24528,170.90991,-3.25672,3.34549,0.59548,171.05263
13.3174,3.05605,-6.19701,171.31448,-3.25338,3.34553,0.59513,171.45377
13.3386,2.91846,-6.05828,171.30505,-3.2437,3.35373,0.59051,171.43699
13.3592,3.02438,-6.47264,170.95024,-3.25591,3.35064,0.59609,171.09946
13.3803,3.0675,-6.12511,170.9621,-3.25308,3.33681,0.59597,171.09928
13.401,2.92449,-6.18465,171.35431,-3.25429,3.35546,0.59174,171.49082
13.4225,2.90932,-6.1243,171.24121,-3.25683,3.35698,0.58988,171.37539
13.444,3.16131,-6.08566,170.98833,-3.25434,3.34026,0.5955,171.12579
13.471,3.04003,-6.17943,170.99373,-3.25313,3.34697,0.59298,171.13235
13.492,3.03558,-6.4697,171.33023,-3.25949,3.34981,0.5984,171.47921
13.5125,3.09279,-6.11784,171.1133,-3.25656,3.34617,0.59072,171.25056
13.5337,3.00075,-6.19622,171.14307,-3.25577,3.34667,0.59435,171.28148
13.5544,3.09943,-6.33302,171.25809,-3.2561,3.35206,0.59996,171.40317
13.5765,3.13462,-5.94079,171.00099,-3.24178,3.35014,0.58791,171.13287
13.5978,3.19484,-6.2945,170.82196,-3.2529,3.3424,0.59547,170.96775
13.6196,3.11846,-5.95639,171.22798,-3.24517,3.35147,0.58986,171.35993
13.6438,2.91169,-6.26791,171.16638,-3.24871,3.34926,0.5951,171.30585
13.6643,3.03624,-6.30817,170.94061,-3.2639,3.34235,0.59326,171.08391
13.6849,2.8415,-6.22731,171.4608,-3.2513,3.35833,0.59424,171.59738
13.706,3.04019,-6.07521,171.04959,-3.24406,3.35321,0.59053,171.18444
13.7273,3.04144,-6.5391,171.02948,-3.25314,3.34997,0.59775,171.18146
13.7491,3.08158,-6.48369,171.19194,-3.25616,3.34895,0.59837,171.34239
13.7702,3.01763,-6.04225,171.10667,-3.25273,3.35159,0.59148,171.23992
13.7972,3.19622,-6.07692,171.20799,-3.24933,3.34563,0.59466,171.34562
13.818,3.0278,-6.21769,171.1396,-3.25699,3.34693,0.59216,171.27928
13.8392,2.9434,-6.26509,171.13016,-3.25014,3.35525,0.59386,171.2701
13.8605,2.9817,-6.20084,170.82921,-3.24946,3.35086,0.58942,170.96771
13.8813,3.07667,-5.9801,171.14737,-3.24388,3.35421,0.58941,171.27945
13.9024,3.07411,-6.14541,171.28145,-3.25918,3.34666,0.59305,171.41923
13.9258,2.84584,-6.04935,171.22507,-3.2488,3.35385,0.59087,171.35553
13.9503,3.17873,-6.00129,171.07008,-3.25025,3.35074,0.59066,171.20483
13.9717,3.05123,-6.12247,171.23761,-3.25312,3.35051,0.59227,171.37419
13.9922,2.914,-6.03719,171.33612,-3.2537,3.34723,0.59034,171.46721
14.0141,2.90719,-6.34134,171.02754,-3.2508,3.34668,0.59299,171.16975
14.0347,3.21217,-6.21514,171.26826,-3.25703,3.34733,0.59911,171.4111
14.056,2.99122,-6.36556,171.32455,-3.26053,3.34862,0.5931,171.46886
14.0781,2.96885,-6.42919,171.17828,-3.25199,3.35356,0.5933,171.3247
14.1022,2.98492,-6.19358,170.94653,-3.2571,3.3517,0.58897,171.08474
14.1228,2.83268,-6.18025,171.20752,-3.24998,3.35129,0.59229,171.34245
14.1438,3.05007,-6.06279,171.00429,-3.25234,3.3483,0.59092,171.13891
14.1652,3.05806,-6.3226,171.16321,-3.25937,3.34547,0.59582,171.30724
14.1858,3.02038,-6.19981,170.88499,-3.25304,3.3493,0.59167,171.0241
14.2073,2.93258,-6.16464,171.05853,-3.25135,3.3509,0.59255,171.1947
14.2288,2.91801,-6.20804,171.34259,-3.26041,3.35121,0.59427,171.47985
14.2551,2.9134,-6.00974,171.2048,-3.24655,3.35596,0.59053,171.33502
14.2758,3.06508,-6.45694,170.937,-3.26616,3.34731,0.59325,171.08636
